Account Owner,Company Name,Billing City,Billing Zip/Postal Code,Account Territory,Reseller,Product Name,Bundle Product,License Name,Status,Buy Price Currency,Buy Price,Quantity,Expiry Date,Sector
Emmanuel Adjah,E3g Limited / Eastland Compounding,Manchester,M11 4AS,North,Integrity360 Limited,ESET Inspect,,EAV-0191017339,Active,GBP,2515.5,100.0,08/09/2025,Business
Emmanuel Adjah,Telcom Networks Ltd,Manchester,M12EH,North,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3463.2,200.0,13/11/2025,Business
Emmanuel Adjah,Damar Training,Manchester,M1 2HY,North,ITG Technologies,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1841.0,100.0,17/03/2026,Business
Emmanuel Adjah,NANOCO TECHNOLOGIES LTD,Manchester,M13 9NT,North,OX IT Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2223.74,125.0,23/12/2025,Business
Emmanuel Adjah,Plymouth Grove Primary School,Manchester,M13 OAQ,North,MGL,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2292.5,105.0,24/11/2026,Education
Emmanuel Adjah,Birchfields Primary School,Manchester,M14 6PL,North,MGL,ESET PROTECT Essential Plus On-Prem,,ESET PROTECT Essential Plus On-Prem,Active,GBP,490.28,134.0,06/03/2025,Education
Emmanuel Adjah,Mission Mars,Manchester,M15 4GB,North,NKIT Systems Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4121.36,270.0,28/04/2026,Business
Emmanuel Adjah,Rolls Crescent Primary School,Manchester,M15 5FT,North,MGL,ESET PROTECT Essential Plus On-Prem,,ESET PROTECT Essential Plus On-Prem,Active,GBP,1506.75,123.0,03/10/2025,Education
Emmanuel Adjah,MIET Ltd,Manchester,M16 8NH,North,Servetronic Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,4040.0,250.0,10/10/2027,Education
Emmanuel Adjah,Acacias Primary School,Manchester,M192WW,North,MGL,ESET PROTECT Essential Plus On-Prem,,ESET PROTECT Essential Plus On-Prem,Active,GBP,2082.5,170.0,26/03/2025,Education
James Conville,The Barlow Roman Catholic High School,Manchester,M20 6BX,North,Apex Network Solutions Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,M3DPE-PHTKT-Q4AYT-RRPT4,Active,GBP,2581.8,120.0,07/10/2025,Education
Emmanuel Adjah,Loreto High School,Manchester,M21 7SW,North,Computeam Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2980.74,415.0,06/07/2025,Education
Emmanuel Adjah,Egertons Recovery Group Ltd,Manchester,M22 4TF,North,DLS Technologies Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1355.53,125.0,15/09/2025,Business
Emmanuel Adjah,Baguley Hall Primary School,Manchester,M23 1LB,North,Apex Computing Services Ltd,ESET Endpoint Antivirus + ESET Server Security,ESET PROTECT Essential On-Prem,EAV-32561075,Active,GBP,1465.48,169.0,30/08/2025,Education
Emmanuel Adjah,The Professional Footballers Association,Manchester,M2 3WQ,North,Cybvantic Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,N3R4V-VETR6-J7DQF-4HVP6,Active,GBP,2130.24,130.0,31/07/2025,Business
Emmanuel Adjah,Vita Holdings Ltd,Manchester,M24 2DB,North,Neoteric Networks,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,HPR6R-VFNKT-JRDTH-VPQAP,Active,GBP,9112.5,450.0,29/03/2026,Business
Emmanuel Adjah,Our Lady of Grace RC Primary School,Manchester,M25 3AS,North,Holker Network Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1673.1,156.0,15/07/2025,Education
Emmanuel Adjah,SRO Solutions,Manchester,M30 0BL,North,CCS Media Limited,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0432721883,Active,GBP,243.6,100.0,27/06/2025,Business
Emmanuel Adjah,PFE Express Limited,Manchester,M33 5NL,North,CCS Media Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,3683.06,180.0,13/03/2026,Business
Emmanuel Adjah,Qualtex UK Limited,Manchester,M34 2SX,North,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2393.3,140.0,20/03/2026,Business
Emmanuel Adjah,Fairfield Road Primary,Manchester,M346AF,North,Simply ICT Solutions Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3118.62,105.0,19/03/2028,Education
James Conville,Tyco Integrated Fire & Security,Manchester,M40 2WL,North,Fluent2 IT Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1682.66,170.0,29/04/2025,Business
Emmanuel Adjah,GMAT,Manchester,M40 8NT,North,,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,3129.0,300.0,17/08/2025,Business
Emmanuel Adjah,Droylsden Academy,Manchester,M43 6QD,North,Apex Network Solutions Limited,ESET Secure Authentication,,ESET Secure Authentication,Active,GBP,1824.1,133.0,07/02/2026,Education
Emmanuel Adjah,St Bernadette?s RC Primary School,Manchester,M45,North,Computeam Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,929.5,100.0,16/02/2026,Education
Emmanuel Adjah,Ribble Drive Community Primary School,Whitefield,M45 8TD,North,Computeam Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,789.75,100.0,01/11/2025,Education
Emmanuel Adjah,151 PRODUCTS LIMITED,MANCHESTER,M4 6AF,North,Apex Computing Services Ltd,ESET PROTECT Advanced On-Prem,,ESET PROTECT Advanced On-Prem,Active,GBP,3205.8,120.0,28/01/2025,Business
Emmanuel Adjah,TERMINALFOUR SOLUTIONS LIMITED,Salford,M50 3UB,North,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2592.74,150.0,10/03/2026,Business
Nico Sanguinetti,Salford Foundation Ltd,,M5 4BD,North,DLS Technologies Ltd,ESET Cloud Office Security (component),ESET PROTECT Complete,EAV-0402291636,Active,GBP,277.83,108.0,14/10/2025,Business
Emmanuel Adjah,Domis Property Group Ltd,Salford,M5 4ZG,North,Ensor ICT Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2136.15,141.0,20/05/2025,Business
Emmanuel Adjah,St Clare's RC,Manchester,M9 0RR,North,Simply ICT Solutions Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1482.0,130.0,22/05/2025,Education
Matthew Bower,Direct Response Fullfilment,Sittingbourne,ME10 3US,South,AVM IT,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,5342.51,400.0,11/05/2025,Business
Matthew Bower,Bond Retail services,Sheerness,ME12 1BB,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2261.35,140.0,21/03/2027,Business
Hannah Ballard,Gullands,Maidstone,ME15 6XT,South,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,12.82,125.0,13/09/2025,Business
Hannah Ballard,Fileder Filter Systems,Maidstone,ME16 0LS,South,DD Digital,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,8203.6,300.0,20/05/2026,Business
Hannah Ballard,St Augustines Academy,Maidstone,ME16 8AE,South,Millgate Limited,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0313583463,Active,GBP,2504.16,450.0,19/06/2026,Education
Matthew Bower,Woodgate and Clark,West Malling,ME19 4AJ,South,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,7303.48,300.0,07/05/2026,Business
Hannah Ballard,The Education Company,Rochester,ME2 4FN,South,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1599.0,100.0,30/08/2025,Business
Matthew Bower,Pro-force Ltd,Sittingbourne,ME9 8PX,South,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2735.2,160.0,21/01/2026,Business
Matthew Bower,F W Mansfields,Sittingbourne,ME9 8PX,South,Sota Solutions Ltd,ESET Mobile Threat Defense,ESET PROTECT Advanced,EAV-0426407014,Active,GBP,632.09,174.0,24/04/2026,Business
Matthew Bower,Swantex (Swan Mill Paper Company Ltd),Sittingbourne,ME9 8PX,South,Sota Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4406.81,279.0,09/12/2025,Business
Jack Potter,Aculab PLC,Milton Keynes,MK1 1PT,Midlands,Insight Direct (UK) Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,3321.86,156.0,08/10/2025,Business
Jack Potter,MK Dons Football Club,Milton Keynes,MK1 1ST,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5019.16,270.0,06/04/2026,Business
Jack Potter,Stephenson Academy,Milton Keynes,MK14 6AX,Midlands,Managed 247 Ltd,ESET Endpoint Security + Server Security,ESET PROTECT Entry On-Prem,EAV-0253425115,Active,GBP,4256.0,200.0,25/04/2025,Business
Jack Potter,IG Design Group,Bedfordshire,MK17 9EA,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4977.0,350.0,28/03/2026,Business
Jack Potter,Priory Primary,Bedford,MK40 1JD,Midlands,Partnership Education Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,901.53,106.0,13/03/2026,Education
Jack Potter,Graduation Attire Limited,Bedford,MK419SS,Midlands,Fluent2 IT Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,36.82,135.0,13/02/2026,Business
Jack Potter,Premier Solicitors,Kempston, Bedfordshire,MK42 7PU,Midlands,Power Computing Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1336.5,110.0,31/07/2025,Business
Hayley Loader,HYBRID AIR VEHICLES LIMITED,BEDFORD,MK42 9QG,,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3117.4,100.0,30/01/2028,Business
Jack Potter,Greenleas,Bedford,MK43 0BT,Midlands,Partnership Education Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1073.92,100.0,31/03/2026,Education
Kristopher Russell,Partnership Education Ltd,Cranfield,MK43 0BT,Midlands,Partnership Education Ltd,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0305530392,Active,GBP,22.68,108.0,22/06/2025,Business
Jack Potter,Cranfield Academy,Cranfield,MK43 0DR,Midlands,Partnership Education Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,563.81,175.0,31/08/2025,Education
Jack Potter,Invar Systems Ltd,Milton Keynes,MK430E1,Midlands,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3779.1,200.0,18/01/2026,Business
Jack Potter,Holywell School,Bedford,MK43 0JA,Midlands,Partnership Education Ltd,ESET PROTECT Essential,,ESET PROTECT Essential,Active,GBP,492.45,280.0,27/11/2025,Education
Emily Twigg,Carillon Industrial Services Ltd,Bedford,MK44 2FF,South,Computer Doctor,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,4651.87,100.0,29/03/2027,Business
Jack Potter,Woodland Middle School Academy,Bedford,MK45 1NP,Midlands,Partnership Education Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,6123.47,215.0,03/01/2027,Education
Jack Potter,ALAMEDA MIDDLE SCHOOL,BEDFORD,MK45 2QR,Midlands,BSL-IT Ltd,ESET Cloud Office Security,,ESET Cloud Office Security,Active,GBP,2183.9,115.0,27/03/2028,Business
Jack Potter,AMN (Africa Mobile Networks) Ltd,Milton Keynes,MK5 8FT,Midlands,Millgate Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2229.86,207.0,15/03/2028,Business
Matthew Bower,Home Master Designer Software Ltd,Milton Keynes,MK5 8FT,,Halchax,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0358908086,Active,GBP,4.08,102.0,24/07/2025,Business
Jack Potter,EDW Technology Limited,Milton Keynes,MK5 8PJ,Midlands,Softcat Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,TNGYR-TH9JN-D6PNH-6K3AQ,Active,GBP,74.88,119.0,04/10/2025,Business
Jack Potter,UK Biocentre Ltd,Tilbrook, Milton Keynes,MK7 8AT,Midlands,Netcentrix Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3961.91,350.0,21/08/2025,Business
Jack Potter,Christie,Milton Keynes,MK9 1DS,Midlands,Softcat Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,182.33,430.0,29/08/2025,Business
Emmanuel Adjah,Bhc Ltd,Lanark,ML11 7LX,North,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,871.0,310.0,31/07/2026,Business
Emmanuel Adjah,Green Cat Renewables,Biggar,ML12 6DA,North,Jungle I.T,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0420272095,Active,GBP,113.37,180.0,15/03/2026,Business
Emmanuel Adjah,APC Overnight Ltd,Bellshill,ML4 3LR,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3080.03,325.0,19/10/2025,Business
Hannah Ballard,Dwight School London,London,N12 8SY,South,Apex Computing Services Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1033.99,110.0,15/08/2025,Education
Hannah Ballard,North London Hospice,London,N12 8TT,South,Skye Cloud Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4699.01,325.0,01/12/2025,Business
Hannah Ballard,TXODDS,London,N1 6NT,South,AVM IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,367.41,130.0,27/06/2025,Business
Hannah Ballard,Aldridge Security,London,N1 7GW,South,Storm Technologies Limited,ESET Mail Security,,ESET Mail Security,Active,GBP,2017.6,160.0,05/02/2025,Business
Hannah Ballard,Digital Craftsmen Limited,LONDON,N1 9JY,,AVM IT,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,3249.68,150.0,21/01/2026,Business
Hannah Ballard,The Key Support,London,N1 9PP,South,AVM IT,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2377.22,183.0,12/08/2025,Business
Emmanuel Adjah,Helena Biosciences,Gateshead,NE11 0SD,North,CCS Media Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5136.51,105.0,30/06/2027,Business
Emmanuel Adjah,ABCA Systems Ltd,Newcastle upon Tyne,NE12 5UJ,North,Bechtle,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4285.65,180.0,11/11/2025,Business
Emmanuel Adjah,Azure Charitable,Cramlington,NE23 8JT,North,Integrity360 Limited,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0449388143,Active,GBP,10.78,192.0,01/02/2026,Business
Emmanuel Adjah,New Prospects Association Limited,Whitley Bay,NE26 2RQ,North,Millgate Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1846.0,100.0,30/04/2027,Business
Emmanuel Adjah,Satcom Global Ltd,North Shields,NE30 1JH,North,AND Group Plc,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5415.95,110.0,03/02/2027,Business
Emmanuel Adjah,Albany Village Primary School,Washington,NE37 1UA,North,Omnicom Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,918.54,112.0,20/09/2025,Education
Norman Cook,Sonik Sports (Encore Envelopes),Washington,NE37 2SA,North,Service 1 Computing - G Carr T/A,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2850.0,125.0,22/10/2025,Business
Emmanuel Adjah,Kasai UK,Washington,NE37 3HR,North,CCS Media Limited,ESET PROTECT Essential,,ESET PROTECT Essential,Active,GBP,784.88,460.0,24/03/2025,Business
Emmanuel Adjah,Rocket Medical,Washington,NE38 9BZ,North,Softcat Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6556.21,228.0,19/10/2025,Business
Hayley Loader,Cintra HR & Payroll Services,Gateshead,NE8 1ET,North,Softcat Limited,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,7348.71,230.0,23/03/2026,Business
Jack Potter,St Hilary's School Trust Ltd,Nottingham,NG11 6JW,Midlands,Trustmarque Solutions Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1737.87,130.0,07/01/2027,Education
Jack Potter,Radcliffe On Trent Junior School,Nottingham,NG12 2FS,Midlands,FrogBox IT Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1556.28,110.0,04/09/2026,Education
Jack Potter,Hanlon Software Solutions,Nottingham,NG1 3LZ,Midlands,Phoenix Software Ltd,ESET PROTECT Enterprise,,ESET PROTECT Enterprise,Active,GBP,5030.64,100.0,15/12/2025,Business
Jack Potter,YMCA Notts,Nottingham,NG1 4FG,Midlands,Bear IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1941.35,185.0,30/08/2025,Education
Jack Potter,SMPE Standard Motor Products Europe,Nottingham,NG15 0DR,Midlands,Millgate Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,5832.85,325.0,22/03/2027,Business
Jack Potter,Ropewalk Chambers,Nottingham,NG1 5EF,Midlands,Ekco Cloud (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2459.05,110.0,24/07/2025,Business
Jack Potter,Green 360,Nottingham,NG1 5FS,Midlands,PCS Business Systems,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,7932.6,200.0,29/06/2025,Business
Jack Potter,NAPIT,Nottinghamshire,NG19 8RL,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5580.02,225.0,20/07/2026,Business
Jack Potter,B&B Tractors at Bowring Transport Ltd,Mansfield,NG20 0EP,Midlands,Geostream Solutions Ltd,ESET LiveGuard Advanced for Endpoint Security + Server Security,ESET PROTECT Advanced,EAV-0439344784,Active,GBP,249.41,121.0,23/08/2025,Business
Jack Potter,CardZone Limited,Farnsfield,NG22 8LS,Midlands,Support Stack Limited,SMS for ESET Secure Authentication,,SMS for ESET Secure Authentication,Active,GBP,22.5,300.0,22/02/2025,Business
Jack Potter,Brown Hills Motorhomes,Newark,NG24 2EA,Midlands,AVM IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1695.82,160.0,19/10/2025,Business
Jack Potter,BLUEPRINT GAMING LTD,NEWARK,NG24 2EU,Midlands,Viadex Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2711.99,300.0,05/10/2026,Business
Jack Potter,Vale Garden Houses Ltd,Grantham,NG31 9SJ,Midlands,F1 Group,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5668.0,100.0,05/08/2027,Business
Jack Potter,Sharmans Agricultural Ltd,Grantham,NG32 2AB,Midlands,Walnut Technology Management Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4545.8,120.0,16/12/2027,Business
Jack Potter,Chandlers Farm Equipment,Grantham,NG32 2LX,Midlands,Downtown Computers Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,12572.49,411.0,16/12/2026,Business
Jack Potter,JC Networks Limited,Nottingham,NG4 1QT,Midlands,JC Networks,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,1292.8,160.0,28/02/2025,Education
Jack Potter,Solutions for Accounting,Nottingham,NG7 6LB,Midlands,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,8344.45,260.0,23/08/2026,Business
Jack Potter,EMFEC Group,Nottingham,NG8 3NH,Midlands,Complete I.T. Ltd Trading as Sharp IT,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2370.23,130.0,17/07/2025,Business
Hayley Loader,Counter Solutions Holdings Limited,Nottingham,NG8 6AS,Midlands,Integrity360 Limited,ESET LiveGuard Advanced for Cloud Office Security,ESET PROTECT Complete,EAV-0441978048,Active,GBP,62.39,108.0,15/09/2025,Business
Jack Potter,Whittlebury Hall Hotel & Spa Ltd,Towcester,NN12 8QH,Midlands,Insight Direct (UK) Ltd,ESET Mobile Threat Defense,ESET PROTECT Complete,EAV-0426329204,Active,GBP,441.0,150.0,10/05/2025,Business
Jack Potter,M N D,Northampton,NN1 2PR,Midlands,Phoenix Software Ltd,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,2356.57,260.0,19/01/2026,Business
Jack Potter,Healthcode,Kettering,NN14 1UE,Midlands,Insight Direct (UK) Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,5201.27,400.0,31/12/2025,Business
Jack Potter,Versalift,Kettering,NN15 5YT,Midlands,Davis Ground IT Services Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1177.31,100.0,20/11/2025,Business
Jack Potter,Designer Contracts Ltd,Kettering,NN16 8NN,Midlands,Total Computer Networks,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,13035.32,400.0,02/11/2027,Business
Jack Potter,ilmor Engineering,Northampton,NN6 9UB,Midlands,Ashby Computer Services,ESET MDR,,ESET MDR,Active,GBP,25088.35,230.0,08/01/2027,
Darren Roberts,Hackleton Church Of England Aided Primary,Hackleton,NN7 2AB,,PSDL Ltd T/a CCC & SchoolCare,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1544.5,102.0,31/03/2028,Education
Jack Potter,Airbus,Newport,NP10 8FZ,Midlands,Softcat Limited,ESET PROTECT Entry On-Prem,,ESET PROTECT Entry On-Prem,Active,GBP,4712.18,225.0,21/10/2025,Business
Jack Potter,Senior Flexonics,Crumlin,NP11 3HY,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1709.5,100.0,12/10/2025,Business
Jack Potter,St Davids Foundation,Newport,NP20 6NH,Midlands,ITEC Connect Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,2196.7,110.0,21/08/2025,Business
Jack Potter,Greencoat - NAF,Monmouth,NP25 5JA,Midlands,Offa Systems ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,3254.63,165.0,29/10/2025,Business
Jack Potter,Goymour Properties Ltd,Norwich,NR16 2HE,Midlands,Business I.T Support Team Limited,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1613.2,100.0,24/04/2025,Business
Jack Potter,Stuart Group Ltd,Shropham,NR17 1DT,Midlands,Wavenet Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,1911.59,101.0,03/09/2025,Business
Jack Potter,Lakeside Food Group Limited,Wymondham,NR18 9RS,Midlands,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,3948.69,110.0,05/12/2027,Business
Jack Potter,Norwich Theatre Royal,Norwich,NR2 1RL,Midlands,Integrity360 Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,10241.73,180.0,26/04/2027,Business
Jack Potter,The Parkside School,Norwich,NR2 3JA,Midlands,Netcentral Solutions Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1257.53,138.0,18/12/2025,Education
Jack Potter,Harrod UK Ltd,Lowestoft,NR33 7NL,Midlands,CCS Media Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,4100.25,130.0,22/06/2026,Business
Jack Potter,East Bilney Coachworks Ltd,Norwich,NR4 6DN,Midlands,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2735.2,160.0,14/12/2025,Business
Jack Potter,Geologix Limited,Norwich,NR7 0HS,Midlands,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,6234.8,110.0,13/01/2028,Business
Hannah Ballard,Jenkins IP Limited,London,NW10 7SE,South,TET Limited,ESET PROTECT Elite,,ESET PROTECT Elite,Active,GBP,4651.42,177.0,08/04/2026,Business
Hannah Ballard,Cohen Arnold,London,NW11 0PU,South,CCS Media Limited,ESET Endpoint Encryption - Pro,ESET Endpoint Encryption - Pro,A4EVT-WGXDR-N4FYM-PNPC9,Active,GBP,5057.0,100.0,28/10/2027,Business
Nathan Holmes,NEKTAN PLC,LONDON,NW1 7DB,North,Grey Matter Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,5671.19,130.0,20/01/2028,Business
Hannah Ballard,BIRNBERG PEIRCE LTD,LONDON,NW1 7HJ,South,Phoenix Software Ltd,ESET Mobile Threat Defense,ESET PROTECT Complete,EAV-0410816503,Active,GBP,1518.46,180.0,30/09/2025,Business
Hannah Ballard,AS&K Communications Ltd,London,NW1 7HS,South,Granular IT,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2367.0,120.0,08/12/2025,Business
Hannah Ballard,XML International,London,NW3 5NJ,South,APCS UK Ltd,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,1775.7,120.0,06/04/2026,Business
Hannah Ballard,ESCP-EAP Europen School of Management,London,NW3 7BG,South,Integrity360 Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,8373.68,260.0,28/02/2026,Business
Hannah Ballard,Triton Exec Ltd,London,NW4 4LL,South,IT Medics UK Ltd,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,2184.0,100.0,13/12/2026,Business
Hannah Ballard,Nordoff Robbins,London,NW5 1LP,South,The Gallery Partnership Ltd,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,10602.98,180.0,01/01/2027,Business
Hannah Ballard,K A I Computer Services Limited,LONDON,NW7 1RL,South,Access Information Security,ESET Premium Support Ultimate,,ESET Premium Support Ultimate,Active,GBP,1483.88,100.0,14/02/2026,
Alexander Stoyanov,Women's Housing Action Group,Rochdale,OL11 1EF,North,Convene IT Ltd,ESET PROTECT Essential On-Prem,,ESET PROTECT Essential On-Prem,Active,GBP,1161.88,125.0,18/01/2025,Business
Emmanuel Adjah,E. Sutton & Son Ltd,Bacup,OL13 0DT,North,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,8535.8,350.0,01/03/2027,Business
Emmanuel Adjah,The Blue Coat School,Oldham,OL1 3SQ,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,2108.34,180.0,11/11/2026,Education
Hayley Loader,RobinWood Activity Centre Ltd,Todmorden,OL14 6LD,,Integrity360 Limited,ESET PROTECT Complete,,ESET PROTECT Complete,Active,GBP,2550.6,100.0,07/04/2028,Business
Emmanuel Adjah,Booker Direct Ltd T/A Best Food Logistics,Oldham,OL2 6JG,North,Softcat Limited,ESET PROTECT Advanced,,ESET PROTECT Advanced,Active,GBP,6812.64,466.0,05/04/2025,Business
Emmanuel Adjah,COP Security,Oldham,OL3 5BG,North,Threat Protect,ESET PROTECT Entry,,ESET PROTECT Entry,Active,GBP,1414.0,100.0,31/01/2026,Business
